name,house_id,location,xiaoqu_address,huanxianweizhi,xiangmutese,youbian,chanquan,kaifashang,jianzhu_type,jianzhu_mianji,jianzhu_jiegou,zhandi_mianji,dangqihu_shu,loudong_shu,zonghu_shu,lvhua_lv,rongji_lv,wuye_gongsi,wuye_fee,wuye_phone,wuye_type,wuye_address,gps_x,gps_y,built_time
蜀馨苑B区小区网,shuxinyuanbqu,武侯 内双楠,武侯双楠路242号,：一至二环,,610041,70年,成都嘉云置业有限公司,板楼 多层,15000平方米,框架,6522平方米,,6栋,,30%,2.30,小区物管,0.30元/平米·月,028-85225111,住宅,10栋楼下,104.0352783203125,30.65233039855957,1998-01-01
Q城小区网,qcheng,锦江 龙舟路,锦江汇源南路106号,：一环以内,,610011,70年,成都勤勇房地产有限公司, 高层,50000平方米,砖混,3422平方米,400户,1栋,400户,25%,2.80,小区物业,1.80元/平米·月,,住宅,小区门口,104.1113052368164,30.63258934020996,2010-01-01
罗兰小镇小区网,luolanxiaozhen,成华 二仙桥,成华二仙桥东路15号,：中至三环,,610051,70年,成都市新锦江旧城改造开发有限公司,塔楼 小高层,191712平方米,框架,56533平方米,1320户,10栋,1320户,25%,3.37,1.20元/平米·月,1.20元/平米·月,,住宅,,104.14189910888672,30.682004928588867,2008-06-30
金府世家小区网,jinfushijia,金牛 五块石,金牛洞子口路158号,：中至三环,,610081,70年产权,四川成功企业发展有限公司,塔楼 高层,30812平方米,框架,6651平方米,288户,1栋,288户,25%,3.99,成都捷顺物业管理公司,1.20元/平米·月,,住宅,,104.05976104736328,30.7290096282959,2007-01-01
金港湾花园二期小区网,jingangwanhuayuan,金牛 蜀汉路,金牛茶店子蜀光路16号,：中至三环,,610036,70年产权,成都市金港房屋开发公司,板楼 多层,51800平方米,,25900平方米,400户,10栋,498户,30%,2.00,金港物业,0.60元/平米·月,028-87688889,住宅,,104.02691650390625,30.701662063598633,2004-01-01
杰座小区网,jiezuo,武侯 红牌楼,武侯长益路5号（丽都路旁）,：二至中环,,610047,70年产权,成都州联置业有限责任公司,塔楼 小高层,20000平方米,框架,4167平方米,255户,1栋,255户,25%,4.80,成都好人家物业有限责任公司,1.50元/平米·月,,住宅,,104.03807067871094,30.63043975830078,2007-01-01
九里苑西区小区网,jiuliyuanxiqu,金牛 交大路,金牛星辰一巷6号,：二至中环,,610036,70年,,板楼 多层,,砖混,,138户,3栋,180户,20%,2.00,小区物业,0.50元/平米·月,,住宅,,104.05188751220703,30.711212158203125,1999-01-01
金沙揽胜二期小区网,jinshalansheng,青羊 贝森,青羊清江中路63号,：中至三环,宜居生态地产,610031,70年,四川通港房地产开发有限公司,板楼 高层,33270平方米,砖混,7393平方米,412户,2栋,412户,25%,4.50,成都维宇物业发展有限公司,1.20元/平米·月,,住宅,小区门口,104.0146484375,30.678024291992188,2007-01-01
交大数字三区小区网,shuzisanqujd,新都 大丰镇,新都新都区花都大道318号,：绕城以外,"地铁沿线,经济住宅",610501,,"成都亿胜置业有限公司 , 四川国瑞投资有...",塔楼 高层,43859平方米,框剪,12295平方米,150户,2栋,424户,30%,3.00,成都工建物业管理有限公司,1.50元/平米·月,,住宅,,104.07593536376953,30.767017364501953,2013-12-01
金牛万达b组团小区网,jinniuwandabzutuan,金牛 荷花池,金牛肖家村二巷89号,：一至二环,,610081,70年,,塔楼 高层,,框架,,,3栋,,30%,7.00,1.60元/平米·月,1.60元/平米·月,,住宅,,104.08223724365234,30.69426727294922,
锦隆时代小区网,jinlongshidai,青羊 八宝街,青羊万和路100号,：一环以内,,610031,个人产权70年,,塔楼 高层,,框架,,,1栋,300户,30%,5.20,小区物管,1.20元/平米·月,,住宅,,104.06719207763672,30.680011749267578,2000-01-01
澳洲湾小区网,aozhouwan,新都 新都主城区,新都兴城大道533号（万科双水岸旁）,：绕城以外,"景观居所,复合地产,国际化社区,宜居生态...",610500,澳洲湾普通住宅产权为70年,四川澳洲置地有限公司,板楼 塔楼 多层 小高层 高层,620000平方米,,114000平方米,4873户,5栋,4873户,35.15%,4.19,元海物业,1.80元/㎡·月,,住宅,,104.15986633300781,30.801898956298828,2015-08-30
银诚归墅住宅小区网,yinchengguishu,温江 光华大道,温江光华大道三段1998号,：绕城以外,,611130,70年,四川银诚房地产开发有限公司,板楼 高层,20800平方米,框架,73370平方米,92户,5栋,92户,35.10%,0.70,小区物业,2.80元/平米·月,,住宅,,103.85916900634766,30.695423126220703,2010-12-01
保利梧桐语小区网,wutongyubl028,金牛 国宾,金牛金牛区黄金东二路,：三至绕城,"景观居所,宜居生态地产,公园地产,地铁沿...",610091,住宅70年产权,成都保鑫投资有限公司,塔楼 高层,161871平方米,框剪,47566平方米,1328户,10栋,1328户,60%,2.55,广州保利物业管理有限公司,2.30元/平米·月,,住宅,,103.99755096435547,30.71164894104004,2014-06-01
中华园二期小区网,xiuyuanzhy,武侯 桐梓林,武侯桐梓林东路5号,：二至中环,,610042,商品房,成都武海置业有限公司,板楼 多层 小高层,,框架,,700户,3栋,700户,30%,2.30,成都创艺物业管理有限公司,1.50元/平米·月,028-6203159,住宅,中华园二期30栋一楼,104.06886291503906,30.62411117553711,2004-06-01
优取舍小区网,youqushe,温江 光华大道,温江锦泉街148号,：绕城以外,,611130,70年产权,重庆天庆房产,板楼 多层,53000平方米,框架,33333平方米,384户,7栋,384户,30%,1.59,成都尚品物业,0.80元/平米·月,,住宅,,103.86511993408203,30.699996948242188,2007-02-01
兴堰丽景小区网,xingyanlijing,都江堰 都江堰市区,都江堰永安大道南三段,：绕城以外,,611800,70年,,板楼 低层,,框架,,,85栋,,30%,3.12,成都市诚沁物业管理有限责任公司,1.00元/平米·月,,住宅,永安大道南三段,103.66659545898438,30.977245330810547,2010-01-01
天合凯旋南城别墅小区网,tianhekaixuannancheng,高新区 大源,高新区盛邦街366号（成都七中对面）,：绕城以外,,610016,70年,成都天合裕兴置业有限公司,叠拼,172368平方米,框架,32429平方米,45户,1栋,823户,15%,3.50,成都凯旋物业服务有限责任公司,3.80元/平米·月,,别墅,,104.05368041992188,30.56266212463379,2013-05-29
天鑫花园西区小区网,tianxinhuayuanxiqu,金牛 交大路,金牛银河路1号,：二至中环,,610036,70年产权,,板楼 多层,,框剪,,800户,6栋,800户,38%,2.80,0.60元/平米·月,0.60元/平米·月,,住宅,,104.05157470703125,30.70539093017578,2004-01-01
沙河湾小区网,shahewan,成华 万年场,成华五桂桥北路26号（双庆中学旁）,：二至中环,"宜居生态地产,地铁沿线,低密居所",610058,沙河湾普通住宅产权为70年,成都万诚多宝置业有限公司,板塔结合 小高层 高层,96632平方米,,18852平方米,582户,6栋,582户,30%,3.59,成都明远物业发展有限公司,2.00元/㎡·月,,住宅,,104.1337661743164,30.652990341186523,2014-12-01
钱隆天下小区网,qianlongtianxiafc,成华 新华公园,成华双林路228号,：一至二环,"公园地产,地铁沿线,打折优惠楼盘",610051,住宅产权70年,福晟集团,塔楼 高层 超高层,83914平方米,框架,11966平方米,150户,5栋,713户,25.10%,4.65,四川福晟物业管理有限公司,1.80元/平米·月,,住宅,,104.10908508300781,30.66179656982422,2011-12-01
楠贵坊小区网,nanguifang,武侯 红牌楼,武侯武侯区长益路92号,：二至中环,小户型,610047,70年产权,四川新联实业集团有限公司,塔楼 高层,28180平方米,框架,5975平方米,258户,1栋,258户,25.10%,4.72,四川金宏港业物业管理有限公司,1.50元/平米·月,,住宅,,104.03511810302734,30.633522033691406,2009-12-01
清溪东路80号院小区网,qingxidonglu,青羊 石人小区,青羊清溪东路80号,：一至二环,,610072,70年产权,,板楼 多层,,,,,2栋,,30%,3.20,小区物业,0.80元/平米·月,,住宅,,104.03359985351562,30.68377113342285,2000-01-01
攀乐苑小区网,panleyuan,金牛 蜀汉路,金牛蜀兴西街34号,：二至中环,创意地产,610036,70年,,板楼 多层,60000平方米,砖混,24000平方米,430户,4栋,430户,20%,2.80,小区物业,,,住宅,,104.03145599365234,30.69591522216797,2002-01-01
锦丽华庭小区网,jinlihuating,双流 航空港,双流长城路二段399号,：绕城以外,"小户型,宜居生态地产,打折优惠楼盘",610225,70年产权,成都星宇房地产开发有限责任公司,板楼 高层,90735平方米,框剪,18987平方米,870户,4栋,870户,30%,3.90,锦丽园物业有限公司,1.50元/平米·月,,住宅,,103.99749755859375,30.553564071655273,2012-03-01
金琴路南一巷小区网,jinqinlunanyixiangxiaoqu,金牛 抚琴小区,金牛金琴路南一巷1号,：一至二环,,610036,70年,,板楼 多层,,砖混,,,7栋,,28%,2.60,小区物管,10.00元/平米·月,,住宅,,104.0449447631836,30.68723487854004,1998-01-01
包家巷99号院小区网,bjx99hy,青羊 天府广场,青羊包家巷99号,：一环以内,,610031,70年,,板楼 多层,33434平方米,板式,3232平方米,300户,8栋,300户,35%,3.00,小区物管,0.60元/平米·月,,住宅,小区东侧2楼205,104.05706787109375,30.664562225341797,2001-01-01
八里阳光小区网,baliyangguang2,成华 八里小区,成华怡福巷13号,：二至中环,,610051,70年,成都市泛林房地产开发有限公司,板楼 高层,61000平方米,框架,15333平方米,486户,1栋,486户,33%,4.60,四川省金园物业管理工程有限公司,1.60元/平米·月,83260935,住宅,,104.11306762695312,30.687776565551758,2007-01-01
新神风八座,bazuoxsf,新都 新都主城区,新都宝光大道北段258（金都路与南一环交...,：绕城以外,"景观居所,地铁沿线,打折优惠楼盘",610599,新神风八座普通住宅产权为70年,"成都友盛置业开发有限公司 , 成都市新神...",塔楼 高层 超高层,170000平方米,,40736平方米,125户,7栋,1904户,30%,4.49,成都好当家物业服务有限公司,1.50元/㎡·月,,住宅,,104.1653823852539,30.817035675048828,2013-04-01
营策巷小区网,yingcexiang,金牛 营门口,金牛营策巷29号,：一至二环,,610036,70年,,板楼 多层,,砖混,,,7栋,,10%,3.50,小区物业,,,住宅,,104.03999328613281,30.689329147338867,2000-01-01
优客联邦二期小区网,youkelianbang028,武侯 红牌楼,武侯董家湾北路1号,：二至中环,,610047,70年产权,成都长城实业集团有限公司,板塔结合 高层,143556平方米,框架,37580平方米,1286户,3栋,1286户,27%,3.82,和诚梵景,1.55元/平米·月,,住宅,,104.0369873046875,30.638362884521484,2012-05-01
卫欣苑小区网,weixinyuan,武侯 外双楠,武侯盛丰路488号,：二至中环,,610041,70年,,板楼 多层,,砖混,,,6栋,,20%,2.60,小区物业,0.30元/平米·月,,住宅,,104.02366638183594,30.64113998413086,2002-01-01
蜀汉小区网,shuhanxiaoqu,金牛 蜀汉路,金牛蜀汉路346号,：二至中环,,610036,70年,,板楼 多层,,砖混,,132户,12栋,132户,25%,3.00,小区物管,0.30元/平米·月,028-87540123,住宅,小区入口右边,104.02729797363281,30.693195343017578,1999-01-01
石化家园小区网,shihuajiayuan,天府新区 华阳,天府新区天府大道南段2028号（华阳客运...,：绕城以外,"创意地产,打折优惠楼盘",610225,住宅产权年限70年,四川石化西南地产有限公司,板塔结合 超高层,51239平方米,砖混,34780平方米,500户,2栋,500户,30%,6.00,四川石化物业管理有限公司,1.50元/平米·月,,住宅,,104.07571411132812,30.50227165222168,2011-12-31
上道西城小区网,shangdaoxicheng,武侯 机投镇,武侯武青北路76号,：三至绕城,,610045,70年,成都兴西华建设管理有限公司,塔楼 小高层,213096平方米,框剪,70003平方米,1797户,16栋,1797户,55%,3.04,成都福祥物业管理有限公司,1.00元/平米·月,028-87540468,住宅,小区10栋2单元楼下,103.9856948852539,30.66633415222168,2008-01-01
金沙上城小区网,jinshashangcheng,金牛 蜀汉路,金牛黄苑街2号（金沙遗址博物馆北面）,：二至中环,,610036,70年产权,成都金房集团有限公司,板楼 多层,,砖混,,258户,7栋,258户,35%,1.80,成都金房物业管理有限公司,0.35元/平米·月,,住宅,,104.0209732055664,30.691530227661133,2006-01-01
蓝色港湾小区网,lansegangwan028,成华 猛追湾,成华天祥街59号,：一环以内,,610051,70年产权,四川大成建设开发有限公司,塔楼 高层,30333平方米,框架,3227平方米,297户,1栋,297户,30%,9.40,四川蜀府东润物业管理有限公司,1.20元/平米·月,028-68096035,住宅,,104.0991439819336,30.66420555114746,2002-01-01
海亮爱金沙,aijinshahl,青羊 外金沙,青羊蜀鑫路与公园路交汇处（华润·金悦...,：三至绕城,不限购,610599,海亮爱金沙普通住宅产权为70年,海亮地产,塔楼 超高层,81000平方米,,19420平方米,725户,2016-06-01,725户,30.27%,3.00,蜀鑫路与公园路交汇处...,2.60元/㎡·月,,住宅,,103.99781799316406,30.69399642944336,2016-06-01
书香门第小区网,shuxiangmendi028,金牛 花牌坊,金牛西体北路2号(五丁桥附近),：一至二环,,610036,70年产权,成都宇亮实业有限公司,塔楼 高层,165608平方米,框剪,24001平方米,350户,4栋,350户,10%,6.90,小区物业,1.20元/平米·月,,住宅,,104.0682144165039,30.688251495361328,2004-09-30
三洲娇子苑小区网,jiaoziyuansz,锦江 红星路,锦江武成大街1号,：一环以内,,610021,70年产权,四川省三洲置业有限公司,板楼 高层,103990平方米,框架,18771平方米,574户,3栋,574户,31.20%,5.54,四川高路物业管理股份有限公司,1.30元/平米·月,,住宅,小区内4栋旁,104.096923828125,30.663082122802734,2005-10-01
仁和世代春天小区网,shidaichuntianrh,青羊 贝森,青羊二环路西二段37号,：二至中环,,610031,70年产权,成都春天房地产开发有限公司,板楼 高层,80000平方米,框剪,51948平方米,520户,6栋,520户,35%,1.54,成都春天房地产开发有限公司,2.00元/平米·月,028-87337272,住宅,,104.02643585205078,30.669862747192383,2007-07-01
南丽湾小区网,nanliwan2,双流 机场路,双流机场路58号,：绕城以外,,610225,70年,成都皇朝置业有限公司,板楼 多层,36849平方米,砖混,22510平方米,342户,8栋,342户,40%,1.74,成都汇润物业管理有限公司,0.70元/平米·月,,住宅,,104.01351928710938,30.5828857421875,2005-01-01
美好时光小区网,meihaoshiguang,武侯 外双楠,武侯盛丰路28号,：二至中环,,610041,70年产权,成都永丰房屋开发有限公司,板楼 小高层,18000平方米,砖混,7500平方米,209户,2栋,209户,20%,2.40,成都富华物业,1.00元/平米·月,,住宅,,104.02706146240234,30.643665313720703,2006-01-01
名城金典小区网,mingchengjindian,高新区 神仙树,高新区新乐路321号,：中至三环,"创意地产,小户型 ",610093,住宅产权70年,成都市鸿达森房产开发有限公司,板楼 小高层,39207平方米,框剪,8866平方米,319户,1栋,319户,30%,3.00,成都市亿诚物业管理有限公司,1.80元/平米·月,,住宅,,104.04229736328125,30.614627838134766,2014-10-01
柳岸馨苑小区网,liuanxinyuan,温江 温江城区,温江杨柳西路北段188号,：绕城以外,,611130,70年,四川启明星房地产开发有限公司,板楼 多层,30972平方米,砖混,17207平方米,216户,10栋,216户,30.20%,1.80,0.70元/平米·月,0.70元/平米·月,,住宅,,103.82986450195312,30.702287673950195,2006-01-01
林涧花语小区网,linjianhuayu,都江堰 都江堰市区,都江堰二环路彩虹大道北段120号,：绕城以外,,611800,个人产权60年,成都市浩林实业发展公司,板楼 多层,6500平方米,混凝土,3095平方米,,1栋,,40%,2.10,成都市浩林实业物业公司,1.80元/平米·月,,住宅,,103.66300964355469,30.997793197631836,2005-02-02
锦西民宅小区网,jinximinzhai,青羊 内金沙,青羊同盛路29号,：二至中环,,610031,70年产权,成都佳美房地产开发有限公司,板楼 多层,11560平方米,框剪,6422平方米,700户,12栋,700户,34%,1.80,0.45元/平米·月,0.45元/平米·月,028-87705211,住宅,,104.02368927001953,30.685260772705078,2001-03-01
