name,house_id,location,xiaoqu_address,huanxianweizhi,xiangmutese,youbian,chanquan,kaifashang,jianzhu_type,jianzhu_mianji,jianzhu_jiegou,zhandi_mianji,dangqihu_shu,loudong_shu,zonghu_shu,lvhua_lv,rongji_lv,wuye_gongsi,wuye_fee,wuye_phone,wuye_type,wuye_address,gps_x,gps_y,built_time
朝阳时代西锦小区网,shidaixijincy,温江 温江城区,温江花都大道西段399号,：绕城以外,"宜居生态地产,打折优惠楼盘",611130,住宅产权70年,成都森宇置业有限公司,塔楼 超高层,640000平方米,框剪,101232平方米,990户,15栋,5291户,42%,5.13,四川昌达物业管理有限公司,1.30元/平米·月,028-83268096,住宅,小区10栋租售中心,103.87457275390625,30.699174880981445,2014-04-30
成都ICC凯旋门小区网,chengdouicckaixuanmen,锦江 攀成钢,锦江东大路328号（天府门廊塔子山公园旁...,：二至中环,地铁沿线,610065,成都ICC凯旋门普通住宅产权为70年,祥宝投资（成都）有限公司,塔楼 超高层,66002平方米,,19600平方米,547户,2018-05-31,547户,6.68%,3.30,东大路328号（天府门廊...,5.00元/平方米·月,,住宅,,104.12238311767578,30.63803482055664,2018-05-31
麓山国际圣安德鲁小区网,lushanguojishengandelu,天府新区 麓山,天府新区麓山大道二段6号,：绕城以外,,610225,70年,成都万华房地产开发有限公司,独栋,35800平方米,框架,,136户,143栋,136户,43%,0.38,成都麓山物业管理有限公司,4.20元/平米·月,85761222,别墅,一号会所旁,104.09191131591797,30.490306854248047,2014-01-01
恒大帝景小区网,hengdadijingcd,郫都区 郫县区,郫都区双柏路6号,：绕城以外,"小户型,地铁沿线 ",611730,住宅产权70年,成都晨明置业有限公司,塔楼 高层,400000平方米,,62639平方米,1611户,25栋,1611户,15.10%,5.00,金碧物业,1.90元/平方米·月,,住宅,,103.9311294555664,30.798078536987305,2016-05-01
彩叠园1A期小区网,caidieyuan1aqi,温江 光华大道,温江鹏程路1088号,：绕城以外,,611139,70年产权,,塔楼 高层,164189平方米,框架,373335平方米,1450户,86栋,,46%,1.30,家利物业,2.50元/平米·月,028-82600338,住宅,彩叠园1期租售中心,103.89094543457031,30.679569244384766,2013-12-31
蓝光金悦金沙小区网,jinyuejinshalg,金牛 国宾,金牛羊犀立交外侧（中国石化加油站旁）,：三至绕城,"小户型,地铁沿线,公园地产",610000,"蓝光金悦金沙普通住宅产权为70年,联排产...",成都金牛正惠房地产开发有限公司,塔楼 高层,90161平方米,,23333平方米,674户,4栋,674户,30%,2.60,蓝光嘉宝物业管理有限公司,2.90元/㎡·月,,住宅,,104.00819396972656,30.704099655151367,2017-01-31
宏达世纪锦城小区网,shijijinchenghd,天府新区 麓山,天府新区华阳海昌路68号,：绕城以外,"现房,国际化社区 ",610213,住宅产权年限70年,成都宏达置成房地产开发有限公司,板塔结合 高层 超高层,1500000平方米,框剪,250000平方米,1026户,9栋,8200户,30%,4.79,四川宏达世纪物业服务有限公司,1.85元/平米·月,028-61913888,住宅,2栋3单元1楼,104.0797348022461,30.49702262878418,2012-12-01
鹭湖宫6区小区网,luhugong6qu,温江 万春镇,温江天乡路二段299号,：绕城以外,,611130,70年产权,成都国色天乡旅游投资有限公司,板楼 多层,96600平方米,框架,172000平方米,2335户,68栋,,40%,0.41,成都和达物业服务有限责任公司（置信和达）,2.18元/平米·月,,住宅,,103.84049987792969,30.725006103515625,2013-09-01
美城云庭小区网,meichengyunting,天府新区 华阳,天府新区剑南大道南段338号,：绕城以外,"景观居所,豪华居住区,地铁沿线",610094,美城云庭普通住宅产权为70年,成都环美置业有限公司,板塔结合 高层 超高层,939265平方米,,186900平方米,1868户,6栋,1868户,35.16%,3.58,成都仁和春天物业管理有限公司,2.50元/㎡·月,,住宅,,104.05216217041016,30.540752410888672,2014-07-01
远大林语城小区网,linyuchengyd2,双流 双流城区,双流双楠大道中段（时代奥特莱斯旁）,：绕城以外,"特色别墅,花园洋房,打折优惠楼盘",610299,远大林语城花园洋房产权为70年,成都远大蜀阳房地产开发有限责任公司,板楼 多层 小高层,633000平方米,,224317平方米,500户,17栋,1000户,50%,1.79,远大创新物业有限公司,1.80元/平方米·月,,住宅,,103.94178771972656,30.60808563232422,2015-04-01
保利玫瑰郡小区网,gongyuan198bl,新都 新都主城区,新都三河紫桐路255号,：三至绕城,"豪华居住区,宜居生态地产,打折优惠楼盘",610500,保利公园198普通住宅产权为70年,保利（成都）实业有限公司,板楼 塔楼 小高层 高层 超高层,180000平方米,,41333平方米,1700户,14栋,2060户,75%,0.50,广州保利物业有限公司成都分公司,2.00元/平方米·月,,住宅,,104.1545181274414,30.758386611938477,2017-04-01
金科中心,jinkezhongxin,成华 驷马桥,成华川陕立交旁荆翠西路（川陕立交西侧...,：中至三环,"小户型,地铁沿线 ",610057,金科中心普通住宅产权为70年,成都金科房地产开发有限公司,板塔结合 高层,254980平方米,,176788平方米,3139户,9栋,3139户,25%,3.80,重庆金科物业管理有限公司成都分公司,2.20元/㎡·月,,住宅,,104.1091079711914,30.722919464111328,2015-04-15
鹭湖宫8区小区网,luhugong8qu,温江 万春镇,温江天乡路二段299号,：绕城以外,"复合地产,旅游地产,花园洋房",611130,住宅产权年限70年,成都国色天乡旅游投资有限公司,板楼 多层 小高层,43000平方米,框剪,23345平方米,155户,16栋,373户,80%,1.87,成都和达物业服务有限责任公司（置信和达）,2.20元/平米·月,,住宅,,103.83545684814453,30.731327056884766,2014-09-01
金色海伦,jinsehailun,高新西区 高新西区,高新西区天朗路9号（攀钢技术中心背面2...,：三至绕城,"低密居所,宜居生态地产",610097,金色海伦普通住宅产权为70年,成都市芙华房地产开发公司,板楼 小高层,126000平方米,,52378平方米,1213户,15栋,1213户,30%,2.40,成都尚品物业,1.50元/平方米·月,,住宅,,103.97306060791016,30.748945236206055,2010-12-31
金马湖壹号,jinmahuyihao,温江 金马镇,温江金马国际体育城（金马湖畔）,：绕城以外,特色别墅,611130,住宅产权70年,东原海纳置业有限公司,联排 独栋 双拼,138419平方米,,109625平方米,46户,31栋,415户,50%,1.00,新东原物业,3.00元/平方米·月,,别墅,,103.80221557617188,30.64805793762207,2012-04-25
熙望小区网,gongyuandadao028,温江 光华大道,温江清泉北街66号,：绕城以外,"宜居生态地产,打折优惠楼盘",611130,住宅产权70年,成都中新锦泰房地产开发有限公司,板塔结合 高层,800000平方米,框架,228000平方米,2456户,15栋,4300户,35%,3.30,宏鹏物业,1.60元/平米·月,028-85007626,住宅,1栋楼下,103.88580322265625,30.68526840209961,2012-12-01
汇融悉尼湾小区网,xiniwanhr,新都 大丰镇,新都新都区华美东街132号,：绕城以外,"宜居生态地产,地铁沿线,打折优惠楼盘",610500,70年产权,四川龙旺置业有限公司,塔楼 高层,1000000平方米,框剪,266668平方米,8000户,9栋,8000户,32%,5.00,成都汇融物业管理有限公司,1.50元/平米·月,,住宅,,104.07154846191406,30.77214241027832,2008-12-01
蓝光凯丽美域小区网,kailimeiyulg,青羊 内金沙,青羊金祥路55号,：中至三环,宜居生态地产,610031,70年产权,蓝光集团,板楼 高层 超高层,154328平方米,框架,25699平方米,1471户,6栋,1471户,35%,6.00,嘉宝物业,1.80元/平米·月,028-83211111,住宅,游泳池旁独栋二楼,104.00244903564453,30.681236267089844,2008-11-01
雍锦湾花园别墅小区网,yongjinwanhuayuanjs,青羊 内金沙,青羊金泽路118号,：中至三环,,610091,70年,四川蓝光和骏实业股份有限公司,叠拼,77510平方米,框架,46227平方米,236户,16栋,236户,30%,1.68,成都嘉宝管理顾问有限公司,1.20元/平米·月,028-85985503,别墅,小区大门旁,104.0132064819336,30.690168380737305,2006-01-01
中铁二局玛塞城小区网,masaichengztej,成华 建设路伊藤,成华二环路东一段11号,：一至二环,"宜居生态地产,公园地产,配套商品房",610066,住宅70年产权,成都福瑞置业有限公司,塔楼 高层,237457平方米,框剪,37925平方米,1958户,7栋,1958户,40%,3.97,中铁瑞城物业管理公司,2.48元/平米·月,,住宅,,104.10877990722656,30.690128326416016,2015-04-01
久居福小区网,jiujufuhg,双流 航空港,双流临港路四段9号（棠湖中学100米处）,：绕城以外,"教育地产,打折优惠楼盘",610225,住宅产权年限70年,四川和为贵实业有限责任公司,塔楼 高层,450000平方米,框剪,152000平方米,1000户,27栋,4000户,40%,3.98,鸿志物业,1.50元/平米·月,,住宅,,103.99691772460938,30.573034286499023,2012-04-01
碧美恋城中央小区网,bmlczy,成都周边 彭州,成都周边彭州市朝阳东巷36号,：绕城以外,,611930,71年,四川省碧美房地产开发有限公司,塔楼 高层,31025平方米,框剪,8525平方米,203户,3栋,203户,30%,2.99,1.40元/平米·月,1.40元/平米·月,,住宅,,103.96060943603516,30.990819931030273,2013-01-01
三利云锦小区网,sanliyunjin,天府新区 华阳,天府新区双流区华府大道一段7号,：绕城以外,"公园地产,地铁沿线,低密居所",610213,住宅产权70年,双流三利投资有限公司,板塔结合 高层,130000平方米,,24000平方米,893户,3栋,893户,35%,5.40,2.30元/平方米·月,2.30元/平方米·月,,住宅,,104.07555389404297,30.530475616455078,2013-12-01
蓝光花满庭小区网,huamantinglg,金牛 五块石,金牛洞子口路333号,：中至三环,"宜居生态地产,配套商品房",610036,70年产权,蓝光集团,塔楼 高层,410000平方米,框架,82667平方米,4446户,13栋,4446户,30%,4.96,成都嘉宝物业管理公司,1.40元/平米·月,028-83110280,住宅,12栋2单元楼下,104.0670394897461,30.72929573059082,2010-05-13
华侨城纯水岸小区网,chunshuiancdhqc,金牛 欢乐谷,金牛西华大道9号,：三至绕城,"复合地产,旅游地产,打折优惠楼盘",610037,住宅70年，商业40年,成都天府华侨城实业发展有限公司,塔楼 超高层,88000平方米,框剪,25000平方米,1540户,16栋,2739户,30.20%,3.52,华侨城物业管理有限公司,2.00元/平米·月,028-61341788,住宅,一期3栋物业办公室,104.03515625,30.722932815551758,2013-01-01
中国华商金融中心,huashangjinrongzhongxin,高新区 金融城,高新区金融城交子大道（天府国际金融中...,：三至绕城,科技住宅,610094,中国华商金融中心普通住宅产权为70年,成都格兰西亚置业有限公司,塔楼 超高层,387733平方米,,42644平方米,436户,1栋,436户,15.01%,11.95,高力国际物业顾问有限公司,5.50元/㎡·月,,住宅,,104.06948852539062,30.588056564331055,2016-12-31
锦江城市花园小区网,chengshihuayuanjj028,锦江 三圣乡,锦江喜树街780号,：三至绕城,"宜居生态地产,打折优惠楼盘",610011,70年产权,四川省国嘉地产有限公司,板楼 超高层,500000平方米,框剪,200667平方米,3800户,8栋,7800户,56%,2.49,四川省国嘉物业服务有限公司,1.50元/平米·月,028-86156678,住宅,小区8栋2楼,104.15100860595703,30.600101470947266,2008-01-01
华银美景小区网,huayinmeijing,天府新区 华阳,天府新区锦江路四段188号,：绕城以外,"小户型,地铁沿线,科技住宅",610225,70年,四川华银达实业有限公司,板塔结合 高层,150000平方米,框剪结构,70667平方米,1242户,18栋,1242户,59%,3.90,双流县现代物业管理有限公司,1.20元/平米·月,028-86502880,住宅,21栋1单元底楼,104.04412078857422,30.52817153930664,2011-09-30
峨影厂宿舍小区网,eyingchang,青羊 杜甫草堂,青羊清江东路360号,：一至二环,,610031,70年,,板楼 多层,34344平方米,砖混,3444平方米,300户,24栋,300户,25%,2.50,小区物业,,,住宅,小区正门,104.02864837646484,30.676538467407227,1995-01-01
花样年美岸小区网,meinianguangchangmeian,高新区 天府软件园,高新区天府大道中段1388号（天府大道和...,：绕城以外,"水景地产,打折优惠楼盘",610016,70年产权,四川西美投资发展有限公司,板楼 高层,1000000平方米,框剪,170000平方米,1368户,9栋,1972户,48%,3.90,深圳花样年物业管理有限公司,1.50元/平米·月,028-85325535,住宅,美年广场美岸8栋,104.07220458984375,30.53908920288086,2012-03-01
建发金沙里小区网,jinshalijf,青羊 内金沙,青羊蜀辉路588号,：中至三环,"公园地产,打折优惠楼盘",610036,住宅产权70年,建发房地产集团成都有限公司,塔楼 高层 超高层,164734平方米,框架,36000平方米,20户,7栋,1334户,30%,2.80,成都怡家园物业,2.90元/平米·月,028-68612837,住宅,小区2栋2单元一楼,104.01217651367188,30.697288513183594,2012-06-30
海昌天澜,haichangtianlanbgy,天府新区 麓山,天府新区麓山大道二段59号（雅居乐花园...,：绕城以外,旅游地产,610213,碧桂园海昌天澜普通住宅产权为70年,成都海昌置业有限公司,板楼 低层 多层 高层 超高层,822231平方米,,292015平方米,713户,6栋,713户,60%,2.00,海昌物业管理公司,1.90元/㎡·月,,住宅,,104.13915252685547,30.482229232788086,2016-06-01
棠湖泊林城小区网,nanjunthblc,天府新区 华府,天府新区华府大道三段300号,：绕城以外,"景观居所,水景地产,公园地产,地铁沿线",610213,70年产权,成都棠湖泊林城房地产开发有限公司,板塔结合 高层,171906平方米,框剪,36812平方米,1578户,7栋,1578户,35%,1.80,泓济物业发展有限公司,3.80元/平米·月,,住宅,85栋楼下,104.02879333496094,30.51390838623047,2016-05-01
华侨城天鹅堡小区网,tianebaohqc,金牛 欢乐谷,金牛西华大道9号,：三至绕城,"水景地产,复合地产,打折优惠楼盘",610037,住宅70年,成都天府华侨城实业发展有限公司,塔楼 高层,218000平方米,框剪,50000平方米,1024户,16栋,1024户,38%,3.41,深圳市华侨城物业管理有限公司成都分公司,2.60元/平米·月,,住宅,,104.04043579101562,30.725370407104492,2012-12-15
西区花园小区网,xiquhuayuan,高新西区 高新西区,高新西区兴业南街199号,：绕城以外,,611730,70年产权,成都志达房产开发有限公司,板楼 多层,310000平方米,框架,120000平方米,188户,34栋,188户,40%,2.50,安达物业,1.00元/平米·月,028-85072150,住宅,西区花园1栋一单元1楼,103.97787475585938,30.753576278686523,2008-01-01
华侨城原岸,yuananhqc,金牛 九里堤,金牛三环路成彭立交桥外侧（欢乐谷旁）,：三至绕城,"景观居所,宜居生态地产,地铁沿线",610037,华侨城天澜普通住宅产权为70年,成都天府华侨城实业发展有限公司,塔楼 板塔结合 高层,173027平方米,,30546平方米,410户,7栋,1120户,30%,3.84,深圳市华侨城物业管理有限公司成都分公司,2.80元/㎡·月,,住宅,,104.0501937866211,30.73347282409668,2017-12-01
蓝光COCO时代小区网,cocoshidailg,成华 电子科大,成华二环路东一段内侧（伊藤以北）,：一至二环,"复合地产,地铁沿线",610057,70年产权,蓝光地产,塔楼 高层,220000平方米,框剪,36666平方米,2106户,8栋,2106户,30%,4.50,蓝光嘉宝物业管理有限公司,2.80元/平米·月,028-88808899,住宅,1栋物业办公室,104.11125946044922,30.685808181762695,2014-12-01
